id,sexo,edad,edad_r,hab,prov,ccaa,hijos,edu,cs,p1,p2,p3,p4,p5_1,p5_2,p5_3,p5_4,p5_5,p5_6,p6,p7,p8,p9_1,p9_2,p9_3,p9_4,p9_5,p9_6,p9_7,p10_1,p10_2,p10_3,p10_4,p10_5,p10_6,p10_7,p10_8,p10_9,p10_10,p10_11,p10_12,p11,p12,p13,p14,p15_1,p15_2,p15_3,p15_4,p15_5,p15_6,p15_7,p15_8,p15_9,p15_10,p15_11,p15_12,p16,p17_1,p17_2,p17_3,p17_4,p17_5,p17_6,p17_7,p17_8,p17_9,p18_1,p18_2,p18_3,p18_4,p18_5,p18_6,p19_1,p19_2,p19_3,p19_4,p19_5,p19_6,p20_1,p20_2,p20_3,p20_4,p20_5,p20_6,p20_7,p21_1,p21_2,p21_3,p21_4,p21_5,p21_6,p21_7,p22_1,p22_2,p22_3,p22_4,p22_5,p22_6,p22_7,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_1,p24_2,p24_3,p25,gen_r,gen_sex,hab_r,clase_social_r,situacion_laboral_r,educacion_r,ponde
433,Mujer,71,65+,50.001 - 100.000,Madrid,"Madrid, Comunidad de","Sí, con uno/a de 18 años o más",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,E1,Llego/se llega justo a final de mes,"10 Con toda seguridad, iría a votar",PP (Partido Popular),PP (Partido Popular),3,6,2,3,3,0 No le votaría nunca,PP (Partido Popular),PP (Partido Popular),5,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Diversidad cultural,,,,,Crecimiento demográfico,,,,,,,25,Ha crecido,Son las adecuadas,Bastante,Televisión,,,,,Redes sociales,,,,,,,Bastante,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,No,Sí,Sí,Sí,Sí,Sí,Sí,,Positiva,Positiva,Positiva,Positiva,Positiva,Positiva,Me gustaría,,,,,,,Bien,Bien,Bien,Bien,Bien,Bien,Bien,Bien,Bien,PP,Baby Boomers - Silent Generation,Mujer [Baby Boomers - Silent Generation],Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",1.551455
434,Mujer,50,45-54,100.001 - 500.000,Santa Cruz de Tenerife,Canarias,"Sí, con uno/a de 13 a 17 años","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",A2,Ahorro/se ahorra un poco de dinero cada mes,"10 Con toda seguridad, iría a votar",PP (Partido Popular),PP (Partido Popular),0 No le votaría nunca,10 Le votaría siempre,5,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,PP (Partido Popular),PP (Partido Popular),8,Bastante,Poco,Bastante,Poco,Bastante,Bastante,Poco,,,,,,,,,Sobrecarga de servicios y recursos públicos,Criminalidad,,,30,Ha crecido,Son demasiadas,Poca,Televisión,,Periódicos,,,,,,,,,,Bastante,Bastante de acuerdo,Nada de acuerdo,Poco de acuerdo,Bastante de acuerdo,Muy de acuerdo,Muy de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,Sí,Sí,Sí,Sí,Sí,Sí,,Positiva,Positiva,Positiva,Positiva,Positiva,Positiva,Me gustaría,,,,,,,Bien,"Ni bien, ni mal",Bien,"Ni bien, ni mal","Ni bien, ni mal",Bien,Muy bien,Bien,Muy bien,PP,Generacion X,Mujer [Generacion X],Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.68689
435,Hombre,62,55-64,20.001 - 50.000,Valencia/València,Comunitat Valenciana,"Sí, con uno/a de 18 años o más",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,E1,Llego/se llega justo a final de mes,9,Sumar,Sumar,5,0 No le votaría nunca,0 No le votaría nunca,8,5,0 No le votaría nunca,Sumar,Sumar,2,Bastante,Bastante,Bastante,Bastante,No lo sé,Bastante,Bastante,Diversidad cultural,Progreso económico,,,,,,,,,,,999,Ha crecido,No lo sé,No lo sé,Televisión,,,,,,,,,"Otro, ¿cuál?",,,Mucha,Bastante de acuerdo,Nada de acuerdo,Bastante de acuerdo,Nada de acuerdo,Bastante de acuerdo,Nada de acuerdo,Bastante de acuerdo,Nada de acuerdo,Bastante de acuerdo,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No lo sé,Debería permitirse con limitaciones,No lo sé,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,No,Sí,No lo sé,Sí,Sí,Sí,,,Positiva,,Positiva,Positiva,Positiva,"Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",,"Ni me gustaría, ni me disgustaría",,,,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Bien,Bien,Bien,Sumar,Baby Boomers - Silent Generation,Hombre [Baby Boomers - Silent Generation],Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",0.881929
436,Hombre,20,18-24,100.001 - 500.000,"Balears, Illes","Balears, Illes",No convivo con ningún/a hijo/a,"Primer Grado (Certificado escolar, 1ª etapa de EGB, más o menos hasta los 10 años)",B,Ahorro/se ahorra bastante dinero cada mes,5,PP (Partido Popular),PP (Partido Popular),0 No le votaría nunca,10 Le votaría siempre,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,PP (Partido Popular),No voté,No lo sé,No lo sé,Poco,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,,,,,,,,Desempleo,,,,,999,No lo sé,No lo sé,No lo sé,,,,,,,,,,,,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No debería permitirse,No lo sé,No,No lo sé,Sí,No lo sé,Sí,Sí,No lo sé,,,No lo sé,,No lo sé,No lo sé,,No lo sé,No me gustaría,,"Ni me gustaría, ni me disgustaría",,,No me gustaría,Bien,Bien,Bien,Bien,"Ni bien, ni mal",Bien,No lo sé,No lo sé,No lo sé,PP,Generacion Z,Hombre [Generacion Z],Más de 10.000,Alta / Media Alta,Parado,"Segundo grado, primer ciclo y menos",0.890442
437,Mujer,72,65+,500.000+,Barcelona,Cataluña,"Sí, con uno/a de 18 años o más","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",A2,Llego/se llega justo a final de mes,"10 Con toda seguridad, iría a votar",PP (Partido Popular),PP (Partido Popular),5,9,1,5,5,5,PP (Partido Popular),PP (Partido Popular),5,Mucho,Mucho,Mucho,Mucho,Bastante,Mucho,Mucho,,,,,,,,,Sobrecarga de servicios y recursos públicos,,,Conflictividad social,999,Ha crecido,No lo sé,Poca,Televisión,,,,,Redes sociales,,,,,,,Poca,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,No,No,No,No,No,No,Sí,,,,,,,Positiva,Me gustaría,Me gustaría,Me gustaría,"Ni me gustaría, ni me disgustaría",Me gustaría,"Ni me gustaría, ni me disgustaría",,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Bien,Bien,Bien,No lo sé,Baby Boomers - Silent Generation,Mujer [Baby Boomers - Silent Generation],Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",1.226495
438,Mujer,36,35-44,50.001 - 100.000,Ciudad Real,Castilla - La Mancha,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,E1,Llego/se llega justo a final de mes,6,PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),8,5,5,5,5,3,PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),5,Mucho,Mucho,Bastante,Bastante,Bastante,Poco,Mucho,,,,,,,Inseguridad,Desempleo,,,,,999,Ha crecido,Son las adecuadas,Poca,Televisión,,,,,Redes sociales,,,,,,,Bastante,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Nada de acuerdo,Bastante de acuerdo,Nada de acuerdo,Bastante de acuerdo,No lo sé,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,Sí,Sí,No,Sí,Sí,Sí,,"Ni positiva, ni negativa","Ni positiva, ni negativa",,"Ni positiva, ni negativa","Ni positiva, ni negativa","Ni positiva, ni negativa","Ni me gustaría, ni me disgustaría",,,"Ni me gustaría, ni me disgustaría",,,,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Mal,Regular,Regular,No lo sé,Millennials,Mujer [Millennials],Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",0.919638
439,Mujer,65,65+,100.001 - 500.000,Valladolid,Castilla y León,No convivo con ningún/a hijo/a,Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,A2,Ahorro/se ahorra un poco de dinero cada mes,5,Votaría en blanco,Ninguno,3,3,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,Voté en blanco,Voté en blanco,4,Bastante,Mucho,Bastante,Mucho,Bastante,Mucho,Mucho,Diversidad cultural,,,,,,,,,,,,999,Ha crecido,No lo sé,Poca,Televisión,,,,,,,,,,,,Bastante,Nada de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,No,No,No,Sí,Sí,Sí,Sí,,,,"Ni positiva, ni negativa","Ni positiva, ni negativa","Ni positiva, ni negativa","Ni positiva, ni negativa","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",,,,,Bien,Bien,Bien,Bien,Bien,Bien,Bien,Bien,Bien,No lo sé,Baby Boomers - Silent Generation,Mujer [Baby Boomers - Silent Generation],Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",1.108767
440,Hombre,46,45-54,20.001 - 50.000,"Coruña, A",Galicia,"Sí, con uno/a de 13 a 17 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Llego/se llega justo a final de mes,"10 Con toda seguridad, iría a votar",PP (Partido Popular),PP (Partido Popular),0 No le votaría nunca,9,9,0 No le votaría nunca,0 No le votaría nunca,5,PP (Partido Popular),Vox,9,Mucho,Mucho,Poco,Mucho,Mucho,Bastante,Bastante,,,,,,,Inseguridad,,,Criminalidad,,,999,Ha crecido,Son demasiadas,Bastante,Televisión,,,,,Redes sociales,,,,,,,Bastante,Bastante de acuerdo,Poco de acuerdo,Poco de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Poco de acuerdo,Muy de acuerdo,Poco de acuerdo,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,No,No,No,Sí,No,Sí,,,,,Negativa,,Negativa,No me gustaría nada,No me gustaría,No me gustaría,No me gustaría,,No me gustaría nada,,Mal,Mal,Mal,Muy mal,Muy mal,Mal,Muy mal,Muy mal,Muy mal,PP,Generacion X,Hombre [Generacion X],Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",1.040032
441,Hombre,59,55-64,100.001 - 500.000,Ourense,Galicia,"Sí, con uno/a de 13 a 17 años","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",A1,Llego/se llega justo a final de mes,"10 Con toda seguridad, iría a votar",PP (Partido Popular),PP (Partido Popular),0 No le votaría nunca,10 Le votaría siempre,8,5,0 No le votaría nunca,4,PP (Partido Popular),Vox,8,Bastante,Bastante,Mucho,Bastante,Mucho,Mucho,Bastante,,,,,,,,,,Criminalidad,,Conflictividad social,5,Ha crecido,Son demasiadas,Poca,,,Periódicos,,,,,,Revistas,,,,Bastante,Muy de acuerdo,Poco de acuerdo,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Muy de acuerdo,Bastante de acuerdo,Muy de acuerdo,Muy de acuerdo,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,No debería permitirse,No debería permitirse,Debería permitirse con limitaciones,No,No,No,No,Sí,Sí,Sí,,,,,"Ni positiva, ni negativa","Ni positiva, ni negativa","Ni positiva, ni negativa",No me gustaría,No me gustaría,"Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",,,,Bien,Mal,Bien,Mal,Mal,"Ni bien, ni mal",Regular,Regular,Mal,Vox,Generacion X,Hombre [Generacion X],Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",1.124061
442,Hombre,25,25-34,20.001 - 50.000,Bizkaia,País Vasco,"Sí, con uno/a de 0 a 8 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,B,Llego/se llega justo a final de mes,9,EAJ – PNV (Euzko Alderdi Jeltzalea – Partido Nacionalista Vasco),EAJ – PNV (Euzko Alderdi Jeltzalea – Partido Nacionalista Vasco),8,2,0 No le votaría nunca,1,3,2,EAJ – PNV (Euzko Alderdi Jeltzalea – Partido Nacionalista Vasco),"CEUS - Coalición por una Europa Solidaria (PNV, Coalición Canaria, Geroa Bai, El Pi)",1,Mucho,Mucho,Mucho,Mucho,Poco,Mucho,Mucho,,,,,,Crecimiento demográfico,,,Sobrecarga de servicios y recursos públicos,,,,999,Ha crecido,Son las adecuadas,Poca,Televisión,,,,,Redes sociales,,,,,,,Bastante,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Nada de acuerdo,Bastante de acuerdo,Nada de acuerdo,Muy de acuerdo,Nada de acuerdo,Bastante de acuerdo,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,No,Sí,Sí,Sí,Sí,Sí,,,Muy positiva,Muy positiva,Positiva,Positiva,Muy positiva,"Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",,,,,,Bien,Bien,Muy bien,Bien,Bien,Bien,Bien,Bien,Bien,PSOE,Generacion Z,Hombre [Generacion Z],Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",0.974372
443,Hombre,58,55-64,50.001 - 100.000,Granada,Andalucía,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,E2,Llego/se llega justo a final de mes,"10 Con toda seguridad, iría a votar",PP (Partido Popular),PP (Partido Popular),1,9,8,0 No le votaría nunca,1,0 No le votaría nunca,PP (Partido Popular),PP (Partido Popular),6,Bastante,Bastante,Poco,Bastante,Bastante,Poco,Bastante,,,,,,,,,,Criminalidad,,Conflictividad social,999,Ha crecido,Son demasiadas,Poca,Televisión,,,,,,,,,,,,Bastante,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Poco de acuerdo,Muy de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Poco de acuerdo,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,No,Sí,Sí,Sí,Sí,Sí,,,"Ni positiva, ni negativa","Ni positiva, ni negativa",Negativa,"Ni positiva, ni negativa","Ni positiva, ni negativa","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",,,,,,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Regular,Regular,Bien,Vox,Generacion X,Hombre [Generacion X],Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",1.894365
444,Hombre,73,65+,100.001 - 500.000,Murcia,"Murcia, Región de","Sí, con uno/a de 18 años o más",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,D,Llego/se llega justo a final de mes,No lo sé,No votaría,Ninguno,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No voté,No voté,No lo sé,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,,,,,,,,Desempleo,,,,Conflictividad social,999,No lo sé,No lo sé,Poca,Televisión,,,,,,Canales de difusión en WhatsApp o Telegram,,,,,,Bastante,Muy de acuerdo,Nada de acuerdo,No lo sé,Nada de acuerdo,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,Sí,No,Sí,Sí,Sí,Sí,No,Muy positiva,,Muy positiva,Muy positiva,Muy positiva,Muy positiva,,,Me gustaría,,,,,Me gustaría mucho,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Bien,Bien,Bien,No lo sé,Baby Boomers - Silent Generation,Hombre [Baby Boomers - Silent Generation],Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",1.330808
445,Mujer,49,45-54,100.001 - 500.000,Albacete,Castilla - La Mancha,"Sí, con uno/a de 13 a 17 años","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa, o 1º y 2º de ESO, hasta los 14 años)",E2,Llego/se llega justo a final de mes,6,PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),9,1,2,3,1,1,PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),4,Bastante,Mucho,Mucho,Bastante,Poco,Bastante,Bastante,,,,,,,,Desempleo,,,,,99,Ha descendido,Son demasiadas,Bastante,Televisión,,,,,,,,,,,,Bastante,No lo sé,No lo sé,Poco de acuerdo,Poco de acuerdo,No lo sé,No lo sé,No lo sé,No lo sé,Nada de acuerdo,No lo sé,No lo sé,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,No lo sé,No lo sé,No debería permitirse,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No lo sé,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No lo sé,Sí,Sí,Sí,No lo sé,Sí,Sí,,"Ni positiva, ni negativa",No lo sé,Negativa,,"Ni positiva, ni negativa",Muy positiva,Me gustaría,,,,No me gustaría,,,Mal,Muy bien,Bien,"Ni bien, ni mal",Muy mal,"Ni bien, ni mal",Bien,Regular,Muy bien,PSOE,Generacion X,Mujer [Generacion X],Más de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",1.349481
